name,author,latest_release,created,size,latest_game_version,categories,downloads,mod_loaders
Quarry Reborn,TED_inc,"Dec 8, 2023","Aug 4, 2021",119.70 KB,1.20.4,Industrial Craft | Technology,"1,134,647",Fabric
Eerie Entities,DarkhaxDev,"Feb 1, 2020","Oct 15, 2018",151.74 KB,1.12.2,Mobs | Magic,"1,899,102",-
Horsing Around,Mrbysco,"Aug 8, 2024","Oct 16, 2023",66.78 KB,1.21.1,Mobs | Miscellaneous,"130,037","Forge, NeoForge"
Baconators,BumblecatDev,"Feb 20, 2022","Feb 24, 2016",16.50 KB,1.18.1,Utility & QoL | Cosmetic | Food,"6,803,505",Forge
Create Decoration Casing,TheLynkYT,"Oct 1, 2023","Dec 28, 2022",1006.42 KB,1.20.1,Ores and Resources | Addons | MCreator | Create,"483,889","Forge, Fabric, NeoForge"
Scarecrows' Territory,SuperMartijn642,"Aug 25, 2024","Jan 13, 2021",271.68 KB,1.21.1,Adventure and RPG | Server Utility | Mobs | Cosmetic,"511,847","Forge, Fabric, NeoForge, Quilt"
Engineers Workshop,EwyBoy,"Jan 4, 2018","Dec 11, 2016",318.02 KB,1.10.2,Processing | Energy | Storage,"7,393,558",-
IC2 Tweaker,tttusk,"Dec 6, 2022","Jan 20, 2019",44.84 KB,1.12.2,CraftTweaker | Industrial Craft,"1,419,002",Forge
Fabric Shield Lib,StellarWind22,"Aug 29, 2024","May 3, 2020",177.75 KB,1.21.1,"Armor, Tools, and Weapons | API and Library","3,131,449",Fabric
Stacksize,wwrpg1,"Dec 20, 2017","Jul 23, 2016",12.66 KB,1.12.2,Server Utility | Storage,"2,930,306",-
Just a lot more enchantments,A_teapot_orbiting_the_sun,"Sep 2, 2024","May 23, 2023",147.07 KB,1.20.4,"Armor, Tools, and Weapons | MCreator","109,126","Forge, NeoForge"
EE: Mekanism,Ridanisaurus,"Mar 16, 2023","Jan 14, 2023",41.57 KB,1.19.2,Addons,"280,216",Forge
Item Stitching Fix,cy4sh0t,"Jun 19, 2022","Jun 30, 2021",18.38 KB,1.19,Cosmetic,"527,836",Forge
Zetter — Painting Mod,dantaeusb,"Jan 29, 2024","Apr 4, 2021",1.28 MB,1.19.2,Cosmetic,"379,656",Forge
Custom Splash Screen,Motschen,"Jun 17, 2024","Jan 21, 2021",645.07 KB,1.21,Cosmetic,"887,351","Fabric, Quilt"
Alternating Flux,AntiBlueQuirk,"Mar 31, 2019","Jan 11, 2018",54.96 KB,1.12.2,Addons | Energy | Technology,"2,894,341",-
Better Drowning,DarkhaxDev,"Jun 12, 2021","Apr 18, 2020",12.34 KB,1.16.5,Miscellaneous | Mobs | Adventure and RPG | Server Utility,"562,045",Forge
WizardEx,divnectar,"Jun 5, 2023","Feb 28, 2023",106.70 KB,1.19.2,Adventure and RPG | Magic,"970,437",Fabric
Skinned Carts,Mrbysco,"Aug 3, 2024","Nov 10, 2019",195.04 KB,1.21.1,Cosmetic | Player Transport,"303,985","Forge, NeoForge"
Builtin Servers,D4rkness_King,"Aug 22, 2023","Apr 18, 2021",24.09 KB,1.20.1,Server Utility,"2,142,552","Fabric, Forge"
Warp Portals ─ Portal teleportation,gabriel_pinheiro,"Jun 27, 2024","Mar 15, 2024",313.10 KB,1.21,Player Transport | Utility & QoL | Technology,"80,008","Forge, Fabric, Quilt, NeoForge"
Epic Fight x JujutsuCraft compatability,Mikku500,"Sep 7, 2024","Mar 29, 2024",265.69 KB,1.20.1,"Armor, Tools, and Weapons | Bug Fixes | Mobs","172,713",Forge
Level Text Fix,DarkhaxDev,"Aug 1, 2024","Mar 23, 2023",10.21 KB,1.20.4,Magic | Bug Fixes | Utility & QoL | Education,"375,288","Forge, Fabric, Quilt, NeoForge"
Copper Pot! (A Farmer's Delight Add-on),davigjung,"Dec 29, 2021","May 24, 2021",301.12 KB,1.16.5,Addons | Food | Addons,"2,302,861",Forge
JEI Professions,pau101,"Jan 10, 2021","Aug 21, 2020",18.91 KB,1.16.4,Addons | Map and Information,"7,691,011",Forge
JAOPCASingularities,TheLMiffy1111,"Apr 13, 2024","May 28, 2017",33.52 KB,1.12.2,Addons,"2,199,261",Forge
Tensura Mod  -That Time I Got Reincarnated as a Slime,MinhEragon,"Sep 28, 2021","Apr 6, 2020",25.87 MB,1.16.5,"MCreator | Armor, Tools, and Weapons | Magic | World Gen | Adventure and RPG","1,473,030",Forge
CreeperHost Presents Steve's Carts,Official_CreeperHost,"Sep 4, 2024","Dec 1, 2021",2.01 MB,1.21.1,"Player Transport | Technology | Energy, Fluid, and Item Transport | Farming","459,482","Forge, NeoForge"
Persistent Inventory Search,Serilum,"Aug 9, 2024","Jun 24, 2023",19.87 KB,1.21.1,Utility & QoL,"123,719","Forge, Fabric, Quilt, NeoForge"
Fright's Delight,ChefMooon,"Aug 29, 2024","Oct 26, 2023",220.23 KB,1.20.1,Food | Addons | Cosmetic,"278,141","Fabric, Quilt, Forge, NeoForge"
Abundant Atmosphere,sheddmerstk,"Jun 22, 2023","Sep 29, 2022",636.10 KB,1.19.2,World Gen | Cosmetic,"1,732,843",Forge
WunderLib,Quiqueck,"Aug 11, 2024","Aug 8, 2024",375.38 KB,1.21.1,API and Library,"44,991",Fabric
Unlit Campfire,thecech12,"Sep 5, 2024","Nov 4, 2020",40.28 KB,1.21.1,World Gen | Miscellaneous | Server Utility,"510,403","Forge, NeoForge, Fabric, Quilt"
Spell Bundle (Electroblob's Wizardry),windanesz,"Apr 22, 2024","Dec 23, 2021",529.22 KB,1.12.2,"Magic | Adventure and RPG | Armor, Tools, and Weapons","792,258",Forge
⚔️ RPG style More Weapons!,zrikon,"May 25, 2024","Jun 3, 2022",7.37 MB,1.20.1,"Armor, Tools, and Weapons | MCreator | Magic | Adventure and RPG","587,590","Forge, NeoForge"
Argonauts,terrariumearth,"Apr 15, 2024","Apr 3, 2023",749.62 KB,1.20.1,Adventure and RPG | API and Library,"544,102","Forge, Fabric, NeoForge"
Enchantment Transfer (Fabric/Forge),treekicker4,"Aug 6, 2024","Jan 16, 2022",52.69 KB,1.21,"Armor, Tools, and Weapons | Utility & QoL","871,878","Forge, Fabric"
Better Weather (Discontinued),Corgi_Taco,"Aug 10, 2021","Aug 7, 2020",12.76 MB,1.16.5,Dimensions | World Gen | Biomes,"2,609,207",Forge
Quit,MikhailTapio,"Mar 27, 2024","Oct 3, 2022",12.71 KB,1.12.2,Miscellaneous | Utility & QoL,"687,137","Forge, Fabric, Quilt, NeoForge"
NBT Ingredient Predicate,Drullkus,"Aug 15, 2021","Aug 11, 2021",5.34 KB,1.16.5,Server Utility | API and Library,"2,325,742",Forge
Book Wyrms,Lykrast,"Apr 8, 2024","Aug 5, 2022",371.73 KB,1.20.1,"Armor, Tools, and Weapons | Magic | Mobs","335,443","Forge, NeoForge"
More Vanilla Weapons (mvw),JustAlex,"Aug 19, 2024","Oct 3, 2020",276.76 KB,1.20.4,"Utility & QoL | Adventure and RPG | Armor, Tools, and Weapons","461,136","Forge, NeoForge"
DnT Stronghold Overhaul,Nova_Wostra,"Aug 12, 2024","Oct 7, 2023",2.98 MB,1.21.1,Structures | World Gen,"450,329","Fabric, Forge, NeoForge"
Crafting Automat,Fereydun,"Jan 28, 2024","May 13, 2018",87.26 KB,1.20.2,Processing | Automation | Redstone,"848,160",Forge
ErebusFix,Noobanidus,"Aug 6, 2020","Aug 6, 2020",878.74 KB,1.12.2,Miscellaneous,"1,639,332",Forge
EE: Create,Ridanisaurus,"Oct 25, 2023","Jan 14, 2023",25.57 KB,1.19.2,Addons,"282,255",Forge
Fazcraft [Minecraft x FNaF],moffmoth1,"Apr 28, 2024","Apr 18, 2022",13.03 MB,1.20.1,"Adventure and RPG | MCreator | Cosmetic | Armor, Tools, and Weapons | Mobs","423,587",Forge
True Darkness Refabricated,HaXr,"Sep 12, 2024","Aug 26, 2023",152.22 KB,1.21.1,Adventure and RPG | Cosmetic,"225,096","Fabric, Quilt"
Tinkers' Skyblock,bonusboni,"Dec 16, 2018","Sep 23, 2017",32.09 KB,1.12.2,"Tinker's Construct | Armor, Tools, and Weapons","2,364,024",-
Eternal Winter,ichttt,"Aug 19, 2023","Aug 6, 2017",10.07 KB,1.20.1,Miscellaneous | Biomes,"988,409","Forge, NeoForge"
Medieval craft (Weapons),Ffunari2004,"May 31, 2024","Sep 6, 2022",1013.58 KB,1.16.5,"Armor, Tools, and Weapons | Utility & QoL | Adventure and RPG | Cosmetic","318,918","Forge, Fabric"
Millenaire,kinniken,"Jul 21, 2022","Jun 28, 2017",12.43 MB,1.12.2,"Adventure and RPG | Armor, Tools, and Weapons | Structures","3,493,198",Forge
ProjectExtended,pupnewfster,"Nov 12, 2023","Dec 6, 2019",128.02 KB,1.20.1,"Addons | Magic | Armor, Tools, and Weapons | Armor, Tools, and Weapons | Addons | Magic","787,582","Forge, NeoForge"
Bone Zone,DarkhaxDev,"May 24, 2024","Oct 20, 2022",519.54 KB,1.20.4,"Adventure and RPG | Armor, Tools, and Weapons | Cosmetic","835,572","Fabric, Quilt, Forge, NeoForge"
Silent's Gems: Extra Parts,SilentChaos512,"Oct 21, 2018","May 21, 2016",103.15 KB,1.12.2,"Armor, Tools, and Weapons | Addons","3,738,862",-
Professions Integrations,thethonk,"Jan 21, 2023","Oct 4, 2022",140.63 KB,1.18.2,Adventure and RPG,"1,406,448",Fabric
Cadmus,terrariumearth,"Apr 15, 2024","Apr 3, 2023",525.09 KB,1.20.1,Adventure and RPG | API and Library,"278,657","Forge, Fabric, NeoForge"
Goblin's Tyranny,Paraste,"Aug 22, 2024","May 18, 2024",8.04 MB,1.20.1,"Adventure and RPG | MCreator | Armor, Tools, and Weapons | Mobs | Structures","109,778",Forge
EE: Ars Nouveau,Ridanisaurus,"Jan 24, 2023","Jan 14, 2023",9.14 KB,1.19.2,Addons,"267,817",Forge
NuclearCraft: Neoteric,igentuman,"Jul 20, 2024","Mar 21, 2023",10.14 MB,1.20.1,World Gen | Technology | Energy | Processing,"118,158","Forge, NeoForge"
Scavenge,Speiger,"Jun 29, 2024","Dec 4, 2017",606.68 KB,1.21,API and Library | Adventure and RPG | Ores and Resources,"2,156,555","Forge, NeoForge"
Bagus Mob,bagu_chan500,"Aug 7, 2024","Jul 7, 2023",577.26 KB,1.21.1,"Mobs | Armor, Tools, and Weapons","118,441","Forge, NeoForge"
The Legend of Herobrine (Outdated),AlexMacLean,"Aug 13, 2021","Dec 25, 2019",4.20 MB,1.16.5,"Armor, Tools, and Weapons | Mobs | Structures | Magic | Adventure and RPG","1,123,572",Forge
"What Did You Vote For? 2022: Sniffer, Rascal and Tuff Golem",alexandersfunandgames,"Feb 24, 2023","Oct 8, 2022",348.24 KB,1.19.2,Mobs,"964,374",Forge
Treecapitator,bspkrs,"May 7, 2015","Jun 16, 2013",96.94 KB,1.8,"Ores and Resources | Armor, Tools, and Weapons | Farming | Addons","5,315,245",-
Mine Piece Animation,Orca_san_,"Dec 16, 2022","Oct 4, 2022",120.88 KB,1.16.5,MCreator | API and Library,"586,857",Forge
MoarSigns,GoryMoon,"Dec 17, 2018","May 1, 2014",1.63 MB,1.12.2,Cosmetic | API and Library,"6,195,766",-
Refined Storage Large Patterns,TheLMiffy1111,"Apr 5, 2021","Feb 28, 2020",121.82 KB,1.16.5,Addons | Technology,"3,040,773",-
Ballistix,aurilisdev,"Jun 20, 2024","Feb 7, 2021",5.10 MB,1.20.1,"Energy | Redstone | Adventure and RPG | Armor, Tools, and Weapons | Technology","478,727","Forge, NeoForge"
Name Tag Tweaks,Serilum,"Aug 9, 2024","Jun 26, 2020",39.95 KB,1.21.1,Miscellaneous,"811,466","Forge, Fabric, Quilt, NeoForge"
Essentials,Technomancer_isTaken,"Jul 21, 2024","May 12, 2018",1.09 MB,1.21,"Energy, Fluid, and Item Transport | Redstone | Miscellaneous | Technology","4,978,846","Forge, NeoForge"
BiomeTweakerCore,superckl,"Feb 4, 2018","Jun 18, 2017",44.08 KB,1.12.2,Miscellaneous | Biomes,"2,671,934",-
Unstable Tools,tfarecnim,"Mar 12, 2023","May 22, 2019",115.92 KB,1.19.3,"Magic | Armor, Tools, and Weapons","895,267",Forge
Staaaaaaaaaaaack (Stxck),frankV,"Jul 1, 2024","May 28, 2023",33.60 KB,1.21,Utility & QoL | Storage | Server Utility,"181,740","Fabric, Quilt, Forge, NeoForge"
Animal Origins - Infinite Origins,Naox_95,"Jul 28, 2024","Mar 23, 2022",75.65 KB,1.21,Mobs | Addons | Adventure and RPG | Genetics | Miscellaneous,"618,161","Fabric, Forge"
Aethersteel,Ross2750,"May 2, 2024","Jan 31, 2023",1.88 MB,1.20.1,"MCreator | Cosmetic | Ores and Resources | Armor, Tools, and Weapons","440,205","Forge, Fabric"
Ender IO Base,HenryLoenwind,"Jul 31, 2023","Jul 1, 2018",4.75 MB,1.12.2,"Technology | API and Library | Armor, Tools, and Weapons","2,268,029",Forge
ModularWarfare - Guns & more,protoxy22,"Mar 7, 2023","Nov 9, 2019",73.59 MB,1.12.2,"API and Library | Armor, Tools, and Weapons | Technology","905,692",Forge
Interactio - In-World Crafting with Datapacks!,MaxNeedsSnacks,"Dec 23, 2020","Jan 21, 2020",180.27 KB,1.16.5,Miscellaneous | API and Library | Server Utility,"3,061,221",Forge
Epic Paladins - closed,VeroxUniverse,"Aug 19, 2023","Jun 20, 2022",959.38 KB,1.20.1,"Structures | Armor, Tools, and Weapons | Structures | Mobs | Magic | Magic | Mobs","688,565","Fabric, Forge, NeoForge"
Smelting Sand in a Blast Furnace [Fabric/Forge/NeoForge],Mars,"Aug 9, 2024","Feb 28, 2021",1.43 MB,1.21.1,Processing | Utility & QoL | Cosmetic | CraftTweaker | Farming,"240,838","Fabric, Quilt, Forge, NeoForge"
NiftyCarts,jmb19905,"Sep 10, 2024","Aug 8, 2023",226.96 KB,1.21.1,"Player Transport | Farming | Storage | Miscellaneous | Energy, Fluid, and Item Transport","499,915",Fabric
Horror Movie Monsters,ApemanMC,"Apr 9, 2021","Oct 12, 2018",2.77 MB,1.16.5,"Adventure and RPG | Armor, Tools, and Weapons | Mobs","691,562",Forge
Forgiveness,Vital1kS,"Jun 23, 2024","Aug 10, 2020",175.36 KB,1.21,Utility & QoL,"373,396","Forge, Fabric"
Piglin Expansion,Ddx11__,"Nov 13, 2022","Jul 3, 2021",194.23 KB,1.19.2,"Armor, Tools, and Weapons | Magic | MCreator | Structures","3,278,218",Forge
Magical Crops,Mark719,"May 5, 2015","Mar 24, 2015",2.49 MB,1.7.2,Farming | Magic | Ores and Resources,"3,779,348",-
Blame (Forge),telepathicgrunt,"Nov 16, 2021","Sep 4, 2020",99.88 KB,1.16.5,Server Utility | Structures,"1,360,528",Forge
Enchantments Control,austeretony,"Sep 23, 2019","Feb 24, 2019",162.24 KB,1.12.2,Magic | Map and Information | Server Utility,"963,090",-
DupeFix Project,focamacho,"Aug 13, 2021","Dec 29, 2019",932.26 KB,1.12.2,Server Utility,"1,717,024",Forge
Respawning Shulkers,Serilum,"Aug 9, 2024","Feb 24, 2021",44.25 KB,1.21.1,Ores and Resources | Server Utility,"446,974","Forge, Fabric, Quilt, NeoForge"
More Beautiful Bookshelves,jason13official,"Jul 30, 2023","Apr 5, 2023",500.59 KB,1.20.1,Cosmetic | Magic | Utility & QoL,"398,685",Forge
Polaroid Camera,CyborgPigeon,"Sep 9, 2024","May 6, 2022",35.19 KB,1.21.1,Technology | Miscellaneous | Adventure and RPG | Utility & QoL,"620,819","Fabric, Quilt, NeoForge"
Bonfires,Wehavecookies56,"Jul 16, 2024","Dec 18, 2016",400.59 KB,1.20.6,"Player Transport | Adventure and RPG | Server Utility | Magic | Armor, Tools, and Weapons","485,916","Forge, NeoForge, Fabric"
The Newest Goatman,LunarGroup,"Jul 22, 2024","Jul 21, 2024",2.01 MB,1.19.2,Addons,"54,515",Forge
Additional Additions | Fabric,dqu1jjj,"Mar 3, 2024","Jul 27, 2021",4.03 MB,1.20.1,"Miscellaneous | Armor, Tools, and Weapons | Utility & QoL | Food | Redstone","5,598,564",Fabric
Hardcore Wither,thor12022,"Nov 19, 2016","Oct 27, 2015",83.11 KB,1.7.10,Mobs | Adventure and RPG | Tinker's Construct,"6,480,596",-
Guns Without Roses,Lykrast,"Sep 3, 2024","Aug 28, 2020",211.51 KB,1.20.1,"Adventure and RPG | Armor, Tools, and Weapons","2,811,836","Forge, NeoForge"
Avaritia Lite,Bullfighter,"Aug 27, 2024","Dec 22, 2020",1.09 MB,1.20.6,"MCreator | Armor, Tools, and Weapons","683,355","Forge, NeoForge"
Macaw's Bridges - Abnormals,Samlegamer_,"Jun 8, 2024","May 6, 2022",701.12 KB,1.20.1,Cosmetic | Addons,"216,203",Forge
Cave Enhancements,exdrill_10,"May 13, 2023","Mar 24, 2022",29.37 MB,1.19.2,Biomes | Adventure and RPG | Mobs | World Gen,"1,381,822","Fabric, Forge"
Epic Fight NBT Integration,pitbox46,"Aug 13, 2024","Aug 7, 2021",22.89 KB,1.20.1,"Server Utility | Addons | Armor, Tools, and Weapons","413,319",Forge
Wildfire's Female Gender Mod,WildfireMC,"Jun 27, 2024","Mar 13, 2021",939.81 KB,1.21.1,Cosmetic,"901,211","Forge, Fabric"
Mo' Glowstone Lamps,TheMasterGeneral,"Sep 7, 2024","Nov 8, 2020",126.32 KB,1.21.1,Cosmetic | Adventure and RPG | Ores and Resources,"435,453","Forge, NeoForge"
CastleBlocks,jusipat,"Jul 8, 2024","Feb 16, 2021",106.89 KB,1.21,"Adventure and RPG | Cosmetic | Map and Information | Armor, Tools, and Weapons | Utility & QoL","371,607","Fabric, Forge, NeoForge"
Additional Bars [NeoForge],Gamma1772,"Sep 5, 2024","Jan 5, 2020",366.04 KB,1.21.1,Addons | Cosmetic,"6,941,563","Forge, NeoForge"
Blasting Raw Metal Blocks into Blocks [Fabric/Forge/NeoForge],Mars,"Aug 9, 2024","Jul 10, 2023",1.67 MB,1.21.1,Processing | Cosmetic | Technology | Farming | CraftTweaker,"166,428","Fabric, Quilt, Forge, NeoForge"
Dense Metals,knoxhack,"Nov 27, 2019","Sep 26, 2017",152.76 KB,1.12.2,Ores and Resources,"2,179,067",Forge
Real Camera,xTracr,"Jun 14, 2024","Apr 17, 2023",124.22 KB,1.21,Cosmetic | Adventure and RPG,"189,874","Forge, Fabric, NeoForge"
Sky Resources 2,Bartz24,"Aug 10, 2019","Mar 31, 2016",1000.02 KB,1.12.2,Magic | Processing | Technology | Ores and Resources,"2,857,256",-
GokiStats,lacuda55,"Apr 21, 2022","Jul 14, 2018",449.93 KB,1.18.1,"Adventure and RPG | Armor, Tools, and Weapons | API and Library","1,043,126",Forge
Gobber [FABRIC],kwpugh,"Aug 16, 2024","Dec 10, 2020",821.38 KB,1.21.1,"Farming | Armor, Tools, and Weapons | Ores and Resources | Magic","2,303,869",Fabric
Get Ya' Tanks Here,DarkhaxDev,"Oct 16, 2019","Jan 3, 2015",56.22 KB,1.12.2,"Cosmetic | Energy, Fluid, and Item Transport | CraftTweaker","5,608,070",Forge
Replanter,Areuthreateningme,"Jul 31, 2023","May 10, 2021",227.74 KB,1.20.1,Farming,"2,984,181","Forge, NeoForge, Fabric"
Crying Portals,Serilum,"Aug 9, 2024","Nov 17, 2021",34.83 KB,1.21.1,Miscellaneous | Cosmetic | Structures,"699,973","Forge, Fabric, Quilt, NeoForge"
Passive Skill Tree Additions,Kyber_6,"Aug 4, 2024","Feb 22, 2024",72.26 KB,1.19.2,Adventure and RPG | Addons,"81,583",Forge
Text Damage Indicators,Lynzl,"Oct 7, 2020","Sep 12, 2020",13.93 KB,1.15.2,"Miscellaneous | Adventure and RPG | Armor, Tools, and Weapons","543,365",Forge
Dynamic Trees - The Twilight Forest,MaxHyper,"Jul 22, 2024","Jun 26, 2020",233.13 KB,1.18.2,Addons | Dimensions | Cosmetic | Magic,"823,508",Forge
Antique Dragons,Samlegamer_,"May 23, 2024","Dec 29, 2021",42.46 KB,1.18.2,Addons | Map and Information,"196,135",Forge
OpenPeripheralCore,OpenMods,"Feb 27, 2017","Mar 24, 2015",415.89 KB,1.7.10,API and Library,"7,339,108",-
Mob Catcher,tfarecnim,"Nov 13, 2022","Jun 15, 2019",31.97 KB,1.19.2,Storage | Technology,"1,455,050",Forge
FTB Structures (Forge),FTB,"Dec 14, 2021","Aug 23, 2021",299.97 KB,1.16.5,Structures | World Gen,"1,059,203",-
Tetra Nihilo,Persiflage,"Apr 16, 2023","Apr 13, 2023",23.15 KB,1.19.2,"Addons | Armor, Tools, and Weapons","1,013,280",Forge
Create Train Additions,M_Productions,"May 29, 2023","Feb 3, 2023",1.04 MB,1.18.2,MCreator | Technology | Addons,"237,460",Forge
Catwalks Inc.,Reoseah,"Feb 9, 2023","Dec 8, 2021",231.37 KB,1.19.2,Cosmetic | Technology,"1,954,768","Fabric, Forge, Quilt"
PokeLucky,gmff,"Jun 18, 2024","Mar 13, 2018",264.66 KB,1.20.2,Mobs | Technology | Adventure and RPG | Food | Storage,"1,486,459",Forge
Pixelmon Realms Enhanced,pixelmonrealms,"Aug 31, 2024","Jun 16, 2023",38.77 MB,1.16.5,Miscellaneous,"188,991",Forge
Online Detector (Forge),andrew0030,"Jun 9, 2023","Mar 8, 2021",179.18 KB,1.20.1,Technology | Redstone,"570,641","Forge, Fabric"
ArchitectureCraft,gcewing,"Jun 18, 2017","Feb 19, 2016",661.92 KB,1.10.2,Cosmetic,"6,346,919",-
The Demogorgon Mod,kisekigobrr,"Sep 4, 2023","Jan 1, 2023",829.14 KB,1.20.1,Mobs | Biomes,"160,747",Forge
Mike's Mods Library,pkmnfrk,"Apr 25, 2019","Dec 12, 2018",208.52 KB,1.12.2,API and Library,"2,420,912",-
Call of Yucatán,Unusual_Squad,"Aug 24, 2024","May 24, 2024",3.44 MB,1.20.1,"Adventure and RPG | Armor, Tools, and Weapons | Mobs | MCreator","99,156",Forge
Create: Sweets & Treats,AstralButOnCurseForge,"Dec 22, 2023","Oct 25, 2023",281.39 KB,1.20.1,Create | Food | Automation | Processing,"364,082",Forge
Arcane World,Lemonszz,"Jun 5, 2020","Sep 12, 2018",4.62 MB,1.12.2,"Armor, Tools, and Weapons | Magic | Technology | Adventure and RPG | CraftTweaker","1,902,139",Forge
Cobblemon Unchained,TimInc,"May 17, 2024","Aug 11, 2023",29.82 KB,1.20.1,Utility & QoL | Server Utility,"295,684","Fabric, Forge"
OtakoMod (Anime Mod),D4ark001,"Nov 20, 2023","Dec 17, 2018",3.22 MB,1.20.1,"Armor, Tools, and Weapons | Adventure and RPG | Mobs | Ores and Resources | Food","358,275",Forge
Argentina's delight,guillefreak,"Oct 27, 2023","Feb 25, 2023",2.83 MB,1.20.1,Food | Cosmetic | Magic,"197,348",Forge
Tinted Torches,Devilswarchild,"Jul 22, 2024","Mar 29, 2024",2.79 MB,1.20.6,Utility & QoL | Cosmetic | MCreator,"154,099","Forge, NeoForge"
Mega TNT Mod,manu5ll,"Sep 11, 2024","Oct 14, 2022",26.76 MB,1.20.4,Redstone | Technology | MCreator | Energy,"263,103","Forge, NeoForge"
Icterine,mephodio,"Feb 15, 2024","Feb 15, 2024",36.92 KB,1.20.4,Performance | Server Utility | Utility & QoL,"99,188","Forge, NeoForge, Fabric, Quilt"
Wasaila,Mrbysco,"Jul 8, 2021","Feb 4, 2019",7.54 KB,1.16.5,Cosmetic | Map and Information,"2,033,191",Forge
Stargate Network,Almura_Dockter,"Aug 29, 2020","Feb 26, 2018",7.57 MB,1.12.2,Technology,"2,635,691",Forge
Magic Combat Wands,dmitrylovin,"Sep 23, 2023","Oct 6, 2021",84.46 KB,1.20.2,"Armor, Tools, and Weapons | Magic | Adventure and RPG","1,144,730","Forge, NeoForge, Fabric"
Dark Roleplay Core,JTK222,"Sep 12, 2019","Sep 7, 2015",1.03 MB,1.12.2,Adventure and RPG,"983,972",Forge
Patterned Glass,thenamesnano,"Sep 5, 2023","Jun 20, 2021",138.82 KB,1.20.1,Cosmetic,"345,871","Fabric, Forge"
Stronger Farmland,Lothrazar,"Jul 5, 2023","Aug 5, 2019",7.41 KB,1.20.1,Farming,"583,102","Forge, NeoForge"
Dyed,yurisuika,"Aug 4, 2024","Feb 8, 2022",14.88 KB,1.21,Miscellaneous | Utility & QoL,"2,427,919","Fabric, Forge, NeoForge"
Create: Extended Flywheels Fabric,Rabbitminers,"Dec 19, 2022","Dec 19, 2022",1.88 MB,1.19.2,Player Transport | Cosmetic,"779,124",Fabric
Modular Diversity,BordListian,"Mar 12, 2020","Oct 24, 2017",391.05 KB,1.12.2,Addons | Processing,"4,358,188",Forge
BaublesHud,Gigabit101,"May 15, 2019","May 22, 2015",56.88 KB,1.12.2,Miscellaneous,"6,890,685",-
Swampier Swamps (Forge),andrew0030,"Jun 11, 2023","Jun 11, 2022",699.30 KB,1.20.1,Mobs | Biomes | Cosmetic | World Gen,"432,204",Forge
[FORGE] souls-like universe: epic fight,sunwoolove777,"Jul 7, 2024","Feb 6, 2024",79.35 MB,1.19.2,"Adventure and RPG | Armor, Tools, and Weapons | Mobs | Cosmetic","143,199",Forge
Advanced Backups,HeatherWhite,"Aug 21, 2024","Jun 17, 2023",326.70 KB,1.20.4,Utility & QoL | Server Utility,"205,422","Forge, Fabric, NeoForge, Quilt"
CIT Reforged,Lilirine,"Sep 6, 2023","Sep 6, 2023",198.30 KB,1.19.2,Cosmetic | Utility & QoL,"360,353",Forge
Immersive FX,y4z0n,"Nov 5, 2022","Jan 2, 2022",36.14 MB,1.18.2,Adventure and RPG | Utility & QoL,"1,182,262",Forge
Wizardry - Necromancer's Delight,windanesz,"Nov 21, 2022","Apr 16, 2022",354.17 KB,1.12.2,Mobs | Magic,"693,182",Forge
Scape and Run: Parasites NoCube's Addon Tweaks,ExistingEevee,"Mar 26, 2024","Aug 20, 2023",1.22 MB,1.12.2,Addons | Miscellaneous,"163,603",Forge
Horse Tweaks,BlayTheNinth,"Apr 9, 2019","Mar 31, 2018",73.23 KB,1.12.2,"Armor, Tools, and Weapons | Utility & QoL","2,598,240",-
Galaxy Space [Addon for GalactiCraft],BlesseNtumble,"Jun 8, 2024","Dec 12, 2015",9.71 MB,1.12.2,Addons | Technology | Galacticraft | Adventure and RPG | Dimensions,"2,053,791",Forge
Respite Creators [Fabric] (Create and Farmer's Respite Addon),Flomik,"Sep 11, 2024","Aug 12, 2023",167.76 KB,1.20.6,Create | Automation | Addons | Food,"326,540",Fabric
Majo's Broom,innkly,"Nov 21, 2022","Mar 15, 2021",136.10 KB,1.19.2,Player Transport | Magic,"807,561","Forge, Fabric"
FPS - Display,Grayray75,"Aug 23, 2024","Jan 26, 2021",143.26 KB,1.21.1,Miscellaneous | Utility & QoL | Map and Information,"611,780","Fabric, Quilt"
More Beautiful Buttons,Kreezxil,"Feb 23, 2024","Jul 23, 2017",602.52 KB,1.20.4,Technology | Redstone | Cosmetic,"1,796,867","Forge, Fabric, NeoForge"
Wizardry Mod,Demoniaque1,"Mar 5, 2024","Sep 16, 2017",11.76 MB,1.12.2,Mobs | Dimensions | Structures | Magic,"6,097,085",Forge
Video Extension for FancyMenu v2 [Forge],Keksuccino,"Aug 11, 2022","Mar 11, 2022",53.27 KB,1.19.2,Miscellaneous,"427,907",Forge
Husks Drop Sand [Fabric/Forge/NeoForge],Mars,"Aug 9, 2024","Apr 28, 2021",247.61 KB,1.21.1,Mobs | Farming | World Gen | Magic | Ores and Resources,"199,621","Fabric, Quilt, Forge, NeoForge"
More Concrete,AutovwDev,"Aug 9, 2024","Nov 8, 2021",464.51 KB,1.21.1,Adventure and RPG | Ores and Resources | Technology | Cosmetic,"361,802","Forge, NeoForge"
TidyChunk,OreCruncher,"Oct 26, 2018","Oct 24, 2018",54.57 KB,1.12.2,Server Utility | World Gen,"868,447",-
